bits_per_sec,reqs_per_sec
19248087040.0,469924.0
19248087040.0,469924.0
19248168960.0,469926.0
19248087040.0,469924.0
19248168960.0,469926.0
19248087040.0,469924.0
19248098304.0,469924.0
19248157696.0,469926.0
19248087040.0,469924.0
19248168960.0,469926.0
19248087040.0,469924.0
19248114688.0,469924.0
19248141312.0,469926.0
19248087040.0,469924.0
19248168960.0,469926.0
19248087040.0,469924.0
19248131072.0,469924.0
