bits_per_sec,reqs_per_sec
19248087040.0,469924.0
19248168960.0,469926.0
19248087040.0,469924.0
19248112640.0,469924.0
19248143360.0,469926.0
19248087040.0,469924.0
19248168960.0,469926.0
19248087040.0,469924.0
19248129024.0,469924.0
19248126976.0,469926.0
19248087040.0,469924.0
19248168960.0,469926.0
19248087040.0,469924.0
19248145408.0,469924.0
19248110592.0,469926.0
19248087040.0,469924.0
19248168960.0,469926.0
