bits_per_sec,reqs_per_sec
19248087040.0,469924.0
19248168960.0,469926.0
19248087040.0,469924.0
19248168960.0,469926.0
19248087040.0,469924.0
19248097280.0,469924.0
19248158720.0,469926.0
19248087040.0,469924.0
19248168960.0,469926.0
19248087040.0,469924.0
19248113664.0,469924.0
19248142336.0,469926.0
19248087040.0,469924.0
19248168960.0,469926.0
19248087040.0,469924.0
19248130048.0,469924.0
19248125952.0,469926.0
