bits_per_sec,reqs_per_sec
26947436544.0,469926.0
26947321856.0,469924.0
26947334144.0,469924.0
26947424256.0,469926.0
26947321856.0,469924.0
26947436544.0,469926.0
26947321856.0,469924.0
26947350528.0,469924.0
26947407872.0,469926.0
26947321856.0,469924.0
26947436544.0,469926.0
26947321856.0,469924.0
26947366912.0,469924.0
26947391488.0,469926.0
26947321856.0,469924.0
26947436544.0,469926.0
26947321856.0,469924.0
