timestamp_ms,bytes_sent,reqs_done
1701038292751,139302912,19434
1701038293798,536066048,74786
1701038294798,930893824,129868
1701038295799,1324044288,184716
1701038296799,1714334720,239165
1701038297799,2109700096,294323
1701038298800,2515537920,350940
1701038299800,2903283712,405034
1701038300800,3299932160,460370
1701038301801,3705117696,516897
1701038302801,4109134848,573261
1701038303801,4518800384,630413
1701038304802,4921319424,686570
1701038305802,5328820224,743418
1701038306802,5742399488,801116
1701038307803,6152280064,858298
1701038308803,6552928256,914193
1701038309804,6953304064,970048
1701038310804,7358604288,1026591
1701038311804,7765646336,1083377
1701038312805,8171856896,1140047
1701038313805,8584619008,1197631
1701038314805,8985424896,1253547
1701038315807,9386065920,1309440
1701038316807,9800082432,1367199
1701038317807,10195791872,1422404
1701038318807,10590132224,1477418
1701038319808,10992988160,1533620
1701038320808,11396403200,1589900
1701038321809,11810348032,1647649
1701038322810,12026427392,1677794
1701038323810,12026427392,1677794
1701038324810,12026427392,1677794
1701038325811,12026427392,1677794
1701038326811,12026427392,1677794
