bits_per_sec,reqs_per_sec
24771915776.0,431988.0
24771905536.0,431988.0
24771879936.0,431986.0
24771867648.0,431988.0
24771919872.0,431988.0
24771915776.0,431988.0
24771919872.0,431988.0
24771915776.0,431988.0
24771902464.0,431986.0
24771853312.0,431988.0
24771897344.0,431988.0
24771915776.0,431988.0
24771919872.0,431988.0
24771915776.0,431988.0
24771910656.0,431988.0
24771873792.0,431986.0
24771868672.0,431988.0
