timestamp_ms,bytes_sent,reqs_done
1700947569875,69007360,13478
1700947570919,388029440,75787
1700947571919,700497920,136816
1700947572920,1004912640,196273
1700947573920,1315159040,256867
1700947574920,1631303680,318614
1700947575921,1945313280,379944
1700947576921,2251064320,439661
1700947577921,2564971520,500971
1700947578922,2894919680,565415
1700947579922,3220193280,628944
1700947580923,3544734720,692331
1700947581923,3858032640,753523
1700947582923,4178181120,816051
1700947583924,4486968320,876361
1700947584924,4792652800,936065
1700947585925,5099059200,995910
1700947586926,5417958400,1058196
1700947587926,5743441920,1121766
1700947588926,6066437120,1184851
1700947589927,6388469760,1247748
1700947590927,6707758080,1310110
1700947591928,7019084800,1370915
1700947592928,7313372160,1428393
1700947593928,7590773760,1482573
1700947594928,7833763840,1530032
1700947595929,8076984320,1577536
1700947596929,8321223680,1625239
1700947597929,8561950720,1672256
1700947598930,8792217600,1717231
1700947599930,8910264320,1740286
1700947600930,8910264320,1740286
1700947601931,8910264320,1740286
1700947602931,8910264320,1740286
1700947603931,8910264320,1740286
