bits_per_sec,reqs_per_sec
19248087040.0,469924.0
19248118784.0,469924.0
19248137216.0,469926.0
19248087040.0,469924.0
19248168960.0,469926.0
19248087040.0,469924.0
19248135168.0,469924.0
19248120832.0,469926.0
19248087040.0,469924.0
19248168960.0,469926.0
19248087040.0,469924.0
19248151552.0,469924.0
19248104448.0,469926.0
19248087040.0,469924.0
19248168960.0,469926.0
19248087040.0,469924.0
19248167936.0,469924.0
