config,num_shards,num_client_nodes,num_node_threads,num_txns,thruput,lat_avg,lat_med,lat_99,energy_j
fpga_cluster,4,1,2,134789,13478.9,142.28226338944572,120,353,256.04696199999995
fpga_cluster,4,1,4,341172,34117.2,112.99590529117278,104,238,256.240828
fpga_cluster,4,1,6,563526,56352.6,102.99990772386722,91,262,256.772911
fpga_cluster,4,1,8,683847,68384.7,113.88548754326625,94,325,256.48994
fpga_cluster,4,1,10,788971,78897.1,123.63238446026533,103,343,256.41674900000004
fpga_cluster,4,1,12,845961,84596.1,138.6829759291504,119,385,255.716859
fpga_cluster,4,1,16,932642,93264.2,168.41179573727112,143,499,256.307308
fpga_cluster,4,1,24,1071488,107148.8,220.5303083188986,197,601,255.57910499999997
fpga_cluster,4,1,32,1155807,115580.7,273.07940858638165,247,760,256.40595699999994
fpga_cluster,4,2,1,114841,11484.1,167.5778772389652,127,415,255.88357599999995
fpga_cluster,4,2,2,273193,27319.3,139.91104823330028,120,282,256.11795700000005
fpga_cluster,4,2,4,589510,58951.0,130.23900866821597,112,345,255.950827
fpga_cluster,4,2,6,763500,76350.0,151.35836280288146,129,411,255.662729
fpga_cluster,4,2,8,901562,90156.2,171.7744658714542,146,484,255.75121800000005
fpga_cluster,4,2,10,966131,96613.1,201.23804846340713,175,561,255.79913700000003
fpga_cluster,4,2,12,1055203,105520.3,221.37889865741474,199,587,255.704953
fpga_cluster,4,2,16,1112583,111258.3,281.51413242877163,257,744,256.02916799999997
fpga_cluster,4,2,24,1225921,122592.1,384.50049473008454,351,1007,256.825353
fpga_cluster,4,2,32,1343649,134364.9,468.6221133644278,437,1115,256.39739
