bits_per_sec,reqs_per_sec
19248087040.0,469924.0
19248087040.0,469924.0
19248168960.0,469926.0
19248087040.0,469924.0
19248168960.0,469926.0
19248087040.0,469924.0
19248092160.0,469924.0
19248163840.0,469926.0
19248087040.0,469924.0
19248168960.0,469926.0
19248087040.0,469924.0
19248108544.0,469924.0
19248147456.0,469926.0
19248087040.0,469924.0
19248168960.0,469926.0
19248087040.0,469924.0
19248124928.0,469924.0
