bits_per_sec,reqs_per_sec
19248168960.0,469926.0
19248087040.0,469924.0
19248123904.0,469924.0
19248132096.0,469926.0
19248087040.0,469924.0
19248168960.0,469926.0
19248087040.0,469924.0
19248140288.0,469924.0
19248115712.0,469926.0
19248087040.0,469924.0
19248168960.0,469926.0
19248087040.0,469924.0
19248156672.0,469924.0
19248099328.0,469926.0
19248087040.0,469924.0
19248168960.0,469926.0
19248087040.0,469924.0
