timestamp,energy_joule,V_12V,I_12V,V_3V,I_3V
1701053502.326667,0.000000,12.016000,2.142000,3.366000,0.000000
1701053502.427753,2.601779,12.012000,2.198000,3.366000,0.000000
1701053502.527865,5.244974,12.006000,2.232000,3.366000,0.000000
1701053502.628075,7.930340,12.004000,2.268000,3.365000,0.000000
1701053502.729544,10.692841,12.004000,2.300000,3.365000,0.000000
1701053502.830479,13.479576,12.003000,2.340000,3.365000,0.000000
1701053502.932368,16.341334,11.999000,2.340000,3.365000,0.000000
1701053503.033528,19.181670,11.996000,2.395000,3.365000,0.000000
1701053503.134548,22.084017,11.994000,2.434000,3.366000,0.000000
1701053503.236545,25.061656,11.993000,2.471000,3.366000,0.000000
1701053503.338262,28.076009,11.987000,2.510000,3.366000,0.000000
1701053503.439752,31.129576,11.987000,2.510000,3.365000,0.000000
1701053503.541260,34.183685,11.989000,2.510000,3.366000,0.000000
1701053503.644480,37.289822,11.989000,2.516000,3.366000,0.000000
1701053503.747502,40.397411,11.985000,2.516000,3.366000,0.000000
1701053503.849661,43.477940,11.985000,2.513000,3.366000,0.000000
1701053503.951140,46.534315,11.985000,2.507000,3.366000,0.000000
1701053504.052398,49.576753,11.986000,2.506000,3.366000,0.000000
1701053504.154649,52.648058,11.985000,2.488000,3.366000,0.000000
1701053504.256009,55.670479,11.985000,2.494000,3.366000,0.000000
1701053504.358292,58.727778,11.984000,2.501000,3.366000,0.000000
1701053504.461374,61.817350,11.982000,2.501000,3.366000,0.000000
1701053504.562482,64.847252,11.982000,2.503000,3.366000,0.000000
1701053504.665106,67.925043,11.982000,2.504000,3.367000,0.000000
1701053504.765949,70.950628,11.982000,2.484000,3.366000,0.000000
1701053504.867604,73.976215,11.983000,2.494000,3.366000,0.000000
1701053504.968333,76.986562,11.985000,2.494000,3.366000,0.000000
1701053505.068689,79.986262,11.984000,2.494000,3.366000,0.000000
1701053505.170306,83.023401,11.985000,2.511000,3.366000,0.000000
1701053505.271397,86.065667,11.983000,2.516000,3.366000,0.000000
1701053505.372645,89.118216,11.983000,2.510000,3.366000,0.000000
1701053505.475425,92.209564,11.986000,2.499000,3.366000,0.000000
1701053505.576339,95.232242,11.989000,2.498000,3.365000,0.000000
1701053505.679805,98.330896,11.989000,2.492000,3.365000,0.000000
1701053505.780451,101.337855,11.989000,2.493000,3.365000,0.000000
1701053505.881599,104.361025,11.986000,2.493000,3.365000,0.000000
1701053505.981743,107.353438,11.986000,2.488000,3.366000,0.000000
1701053506.084936,110.430774,11.986000,2.489000,3.365000,0.000000
1701053506.187272,113.483779,11.987000,2.494000,3.365000,0.000000
1701053506.287542,116.481409,11.983000,2.477000,3.365000,0.000000
1701053506.390261,119.530303,11.983000,2.480000,3.365000,0.000000
1701053506.490640,122.513350,11.983000,2.492000,3.365000,0.000000
1701053506.592441,125.553294,11.984000,2.494000,3.364000,0.000000
