timestamp_ms,bytes_sent,reqs_done
1701038155693,56204288,7841
1701038156733,431348736,60177
1701038157734,744647680,103885
1701038158734,1080647680,150760
1701038159734,1430116352,199514
1701038160735,1781828608,248581
1701038161736,2121878528,296021
1701038162736,2484622336,346627
1701038163736,2820564992,393494
1701038164736,3161969664,441123
1701038165736,3476415488,484991
1701038166737,3796559872,529654
1701038167737,4138387456,577342
1701038168737,4471756800,623851
1701038169738,4798381056,669417
1701038170738,5126890496,715247
1701038171739,5469011968,762976
1701038172740,5781780480,806610
1701038173740,6094104576,850182
1701038174740,6421144576,895807
1701038175740,6762792960,943470
1701038176741,7092520960,989471
1701038177741,7434642432,1037200
1701038178743,7776047104,1084828
1701038179743,8114735104,1132078
1701038180743,8491965440,1184705
1701038181743,8834846720,1232540
1701038182744,9174566912,1279934
1701038183744,9546650624,1331844
1701038184745,9915100160,1383245
1701038185746,10173685760,1419320
1701038186746,10173685760,1419320
1701038187747,10173685760,1419320
1701038188747,10173685760,1419320
1701038189747,10173685760,1419320
